id,trial_id,facility_name,country,city,address,latitude,longitude,link,last_modified
65c9d31fcd713395fbb52b18,NCT01459809,Investigational Site Number 78807,Tunisia,Tunis,,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b1a,NCT03039049,Ibnrochd Clinic,Algeria,Constantine,25000,36.365,6.61472,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b1c,NCT03039049,Ibnrochd IVF center,Algeria,Constantine,25000,36.365,6.61472,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b1e,NCT01204593,Investigational Site Number 01201,Algeria,Algeries,,,,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b20,NCT01204593,Investigational Site Number 01202,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b22,NCT01204593,Investigational Site Number 01203,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b24,NCT01204593,Investigational Site Number 01204,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b26,NCT01204593,Investigational Site Number 12468,South Africa,Benoni,,-26.18848,28.32078,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b28,NCT01204593,Investigational Site Number 710004,South Africa,Benoni,,-26.18848,28.32078,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b2a,NCT01204593,Investigational Site Number 12466,South Africa,Bloemfontein,9301,-29.12107,26.214,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b2c,NCT01204593,Investigational Site Number 710006,South Africa,Bloemfontein,9301,-29.12107,26.214,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b2e,NCT01204593,Investigational Site Number 12464,South Africa,Durban,4091,-29.8579,31.0292,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b30,NCT01204593,Investigational Site Number 12465,South Africa,Durban,4091,-29.8579,31.0292,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b32,NCT01204593,Investigational Site Number 710001,South Africa,Durban,4091,-29.8579,31.0292,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b34,NCT01204593,Investigational Site Number 710002,South Africa,Durban,4091,-29.8579,31.0292,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b36,NCT01204593,Investigational Site Number 12484,South Africa,Port Elizabeth,6000,-33.91799,25.57007,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b38,NCT01204593,Investigational Site Number 710003,South Africa,Port Elizabeth,6000,-33.91799,25.57007,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b3a,NCT01204593,Investigational Site Number 12467,South Africa,Pretoria,,-25.74486,28.18783,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b3c,NCT01204593,Investigational Site Number 710005,South Africa,Pretoria,,-25.74486,28.18783,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b3e,NCT01204593,Investigational Site Number 78801,Tunisia,Sfax,,34.74056,10.76028,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b40,NCT01204593,Investigational Site Number 78805,Tunisia,Sfax,,34.74056,10.76028,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b42,NCT01204593,Investigational Site Number 78803,Tunisia,Tunis,1006,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b44,NCT01204593,Investigational Site Number 78802,Tunisia,Tunis,,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b46,NCT01204593,Investigational Site Number 78804,Tunisia,Tunis,,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.964Z
65c9d31fcd713395fbb52b48,NCT01234545,,Morocco,Casablanca,20000,33.58831,-7.61138,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:07.920Z
65c9d31fcd713395fbb52b4b,NCT02648217,Novo Nordisk Investigational Site,South Africa,Cape Town,Western Cape 7925,-33.92584,18.42322,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:17.779Z
65c9d31fcd713395fbb52b59,NCT01068652,Novo Nordisk Investigational Site,Tunisia,Tunisia,1053,,,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b6e,NCT03413579,Centre Pierre et Marie Curie (CPMC),Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b70,NCT03413579,CAC Annaba,Algeria,Annaba,,36.9,7.76667,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b72,NCT03413579,CAC Batna,Algeria,Batna,,35.55597,6.17414,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b74,NCT03413579,CHU Frantz Fanon,Algeria,Blida,,36.47004,2.8277,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b76,NCT03413579,CHU Sidi Belloua,Algeria,Tizi Ouzou,,36.71182,4.04591,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b78,NCT02002091,Internal Medicine department - Ain-Taya's Hospital,Algeria,Ain - Taya,Algiers 16019,36.79333,3.28694,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:03.049Z
65c9d31fcd713395fbb52b7a,NCT02704091,"Cabinet privé, Coopératives El MOSTAKBAL, BIRKHADEM",Algeria,Algiers,16000,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b7c,NCT02704091,CHU Beni Messous,Algeria,Algiers,16000,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b7e,NCT02704091,CHU Mustapha,Algeria,Algiers,16000,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b80,NCT02704091,Polyclinique d'el Achour,Algeria,Algiers,16000,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b82,NCT02704091,Polyclinique de Baba Hassen,Algeria,Algiers,16000,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b84,NCT02704091,"Cabinet privé, 29 avenue amara Youcef",Algeria,Blida,9000,36.47004,2.8277,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b86,NCT02704091,EPH Blida,Algeria,Blida,9000,36.47004,2.8277,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b88,NCT02704091,EPH EL Afroun,Algeria,Blida,9000,36.47004,2.8277,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b8a,NCT02704091,EPH Bologhine,Algeria,Bologhine,16000,36.80673,3.04016,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b8c,NCT02704091,"Cabinet privé, cité des 408 lgmts Bt3",Algeria,Boumerdas,35000,36.76639,3.47717,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b8e,NCT02704091,CHU BEN BADIS Constantine,Algeria,Constantine,25000,36.365,6.61472,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b90,NCT02704091,Polyclinique de Dély Brahim,Algeria,Deli Ibrahim,16000,36.75101,2.98339,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b92,NCT02704091,Polyclinique DRARIA,Algeria,Draria,16000,36.71225,2.99739,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b94,NCT02704091,CHU Oran,Algeria,Oran,31000,35.69906,-0.63588,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b96,NCT02704091,Clinical Research Center,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b98,NCT02704091,Ain Shams University Hospitals,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b9a,NCT02704091,Air Force Specialized Hospital,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b9c,NCT02704091,Al Hussein University Hospital,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52b9e,NCT02704091,Badr University Hospital,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52ba0,NCT02704091,Cairo University,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52ba2,NCT02704091,Tanta University,Egypt,Tanta,,30.78847,31.00192,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52ba4,NCT02704091,CSB Zouhour,Tunisia,Sousse,4031,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52ba6,NCT02704091,Hôpital Régional de Ben Arous,Tunisia,Ben Arous,,36.75306,10.21889,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52ba8,NCT02704091,Centre intermédiaire de Santé de Base,Tunisia,La Marsa,2078,36.87818,10.32466,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52baa,NCT02704091,Hôpital des Forces de Sécurité Intérieure,Tunisia,La Marsa,2078,36.87818,10.32466,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bac,NCT02704091,CSB Hedi Chaker,Tunisia,Sousse,4000,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bae,NCT02704091,Hôpital Universitaire Salhoul,Tunisia,Sousse,4011,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bb0,NCT02704091,CSB Akouda,Tunisia,Sousse,4022,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bb2,NCT02704091,CSB Sidi Bou Ali,Tunisia,Sousse,4022,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bb5,NCT02704091,CSB Nager,Tunisia,Sousse,4041,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bb7,NCT02704091,CSB Riadh,Tunisia,Sousse,4041,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bb9,NCT02704091,CSB Oued Blibène,Tunisia,Sousse,4051,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bbb,NCT02704091,CSB Kalaa Kébira,Tunisia,Sousse,4060,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bbd,NCT02704091,CSB Zaouia,Tunisia,Sousse,4081,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bbf,NCT02704091,Centre de santé de base Bab Laasal,Tunisia,Tunis,1006,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bc1,NCT02704091,Hopital Militaire Principal d'instructions de Tunis,Tunisia,Tunis,1008,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bc3,NCT02704091,Centre de santé de base Ras Tabia,Tunisia,Tunis,2000,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bc5,NCT02704091,Centre de santé de base Ksar Said,Tunisia,Tunis,2009,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bc7,NCT02704091,Centre de santé de base Ibn Khaldoun,Tunisia,Tunis,2062,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bc9,NCT00869908,Novo Nordisk Investigational Site,Tunisia,Tunisia,1053,,,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bce,NCT01964391,Centre hospitalo-univerisitaire de Rouiba;Service d'oncologie médicale,Algeria,Algiers,16016,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bd0,NCT01964391,Centre Anti Cancer Beau-fraisier;Service d'oncologie médicale,Algeria,Algiers,16340,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bd2,NCT01964391,CHU Annaba; Service d'Oncologie Médicale,Algeria,Annaba,23000,36.9,7.76667,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bd4,NCT01964391,EHS Oncologie Emir Abdelkader Oran; Service d'Oncologie Médicale,Algeria,Oran,31000,35.69906,-0.63588,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bd6,NCT01964391,Clinique Littoral,Morocco,Casablanca,20052,33.58831,-7.61138,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bd8,NCT01964391,Centre Hospitalier Universitaire Mohamed VI; Oncologie-Hématologie,Morocco,Marrakech,40000,31.63416,-7.99994,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bda,NCT01964391,Institut National D'oncologie Sidi Med Benabdellah,Morocco,Rabat,6213,34.01325,-6.83255,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bdc,NCT01964391,Abderrahmen Mami Hospital; Medical Oncology department,Tunisia,Ariana,2080,36.86012,10.19337,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52bde,NCT01964391,Habib Bourguiba Hospital; Oncology department,Tunisia,Sfax,3029,34.74056,10.76028,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52be0,NCT01964391,Farhat Hached Hospital; Oncology department,Tunisia,Sousse,4031,35.82539,10.63699,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52be2,NCT01964391,Institut Salah Azaïz; Service de Médecine Carcinologique,Tunisia,Tunis,1029,36.81897,10.16579,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:18.965Z
65c9d31fcd713395fbb52be4,NCT01853839,Boehringer Ingelheim Investigational Site 106,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52be6,NCT01853839,Boehringer Ingelheim Investigational Site 107,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52be8,NCT01853839,Boehringer Ingelheim Investigational Site 108,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bea,NCT01853839,Boehringer Ingelheim Investigational Site 109,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bec,NCT01853839,Boehringer Ingelheim Investigational Site 110,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bee,NCT01853839,Boehringer Ingelheim Investigational Site 111,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bf0,NCT01853839,Boehringer Ingelheim Investigational Site 112,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bf2,NCT01853839,Boehringer Ingelheim Investigational Site 113,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bf4,NCT01853839,Boehringer Ingelheim Investigational Site 114,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bf6,NCT01853839,Boehringer Ingelheim Investigational Site 115,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bf8,NCT01853839,Boehringer Ingelheim Investigational Site 116,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bfa,NCT01853839,Boehringer Ingelheim Investigational Site 117,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bfc,NCT01853839,Boehringer Ingelheim Investigational Site 118,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52bfe,NCT01853839,Boehringer Ingelheim Investigational Site 119,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c00,NCT01853839,Boehringer Ingelheim Investigational Site 120,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c02,NCT01853839,Boehringer Ingelheim Investigational Site 121,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c04,NCT01853839,Boehringer Ingelheim Investigational Site 122,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c06,NCT01853839,Boehringer Ingelheim Investigational Site 123,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c08,NCT01853839,Boehringer Ingelheim Investigational Site 124,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c0a,NCT01853839,Boehringer Ingelheim Investigational Site 125,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c0c,NCT01853839,Boehringer Ingelheim Investigational Site 126,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c0e,NCT01853839,Boehringer Ingelheim Investigational Site 127,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c10,NCT01853839,Boehringer Ingelheim Investigational Site 128,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c12,NCT01853839,Boehringer Ingelheim Investigational Site 129,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c14,NCT01853839,Boehringer Ingelheim Investigational Site 130,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c16,NCT01853839,Boehringer Ingelheim Investigational Site 131,Algeria,Algiers,,36.73225,3.08746,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c18,NCT01853839,Boehringer Ingelheim Investigational Site 15,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c1a,NCT01853839,Boehringer Ingelheim Investigational Site 19,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c1c,NCT01853839,Boehringer Ingelheim Investigational Site 21,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c1e,NCT01853839,Boehringer Ingelheim Investigational Site 22,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c20,NCT01853839,Boehringer Ingelheim Investigational Site 23,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c22,NCT01853839,Boehringer Ingelheim Investigational Site 3,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c24,NCT01853839,Boehringer Ingelheim Investigational Site 6,Egypt,Alexandria,,31.21564,29.95527,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c26,NCT01853839,Boehringer Ingelheim Investigational Site 18,Egypt,Assuit,,27.18096,31.18368,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c28,NCT01853839,Boehringer Ingelheim Investigational Site 27,Egypt,Assuit,,27.18096,31.18368,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c2a,NCT01853839,Boehringer Ingelheim Investigational Site 11,Egypt,Banisuif,,,,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c2c,NCT01853839,Boehringer Ingelheim Investigational Site 10,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c2e,NCT01853839,Boehringer Ingelheim Investigational Site 12,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
65c9d31fcd713395fbb52c30,NCT01853839,Boehringer Ingelheim Investigational Site 13,Egypt,Cairo,,30.06263,31.24967,https://clinicaltrials.gov/api/v2/studies,2024-02-12T10:13:06.111Z
